"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza activity","Intensity","-","2019-W45","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W45","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","BG","Bulgaria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W46","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W47","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","BG","Bulgaria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","IE","Ireland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W47","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","AT","Austria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","BG","Bulgaria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W48","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2019-W48","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","IT","Italy",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W48","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","LV","Latvia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","SE","Sweden",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W48","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W49","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","BG","Bulgaria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","CZ","Czechia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2019-W49","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W49","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W49","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","PT","Portugal",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W49","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W49","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W50","BE","Belgium",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","BG","Bulgaria",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W50","DE","Germany",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","DK","Denmark",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","EE","Estonia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","EL","Greece",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","ES","Spain",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","FI","Finland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","FR","France",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","HR","Croatia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","HU","Hungary",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","IE","Ireland",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2019-W50","IS","Iceland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W50","LT","Lithuania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","LU","Luxembourg",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","LV","Latvia",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2019-W50","MT","Malta",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","NL","Netherlands",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","NO","Norway",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","PL","Poland",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W50","RO","Romania",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2019-W50","SI","Slovenia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W50","SK","Slovakia",1.000000000,"Baseline"
"Influenza","Influenza activity","Intensity","-","2019-W51","AT","Austria",3.000000000,"Medium"
"Influenza","Influenza activity","Intensity","-","2019-W51","BE","Belgium",1.000000000,"Baseline"
